57,700
58,000
59,800
61,000
62,000
63,500
63,500
59,700
61,600
63,000
61,200
60,000
60,200
59,100
57,700
56,600
53,400
53,000
54,500
55,200
55,600
57,200
55,100
54,100
54,700
56,200
50,200
51,600
45,700
47,950
48,600
55,200
52,900
56,600
58,000
54,400
58,100
55,700
54,400
53,900
54,400
53,600
58,300
58,300
60,000
61,500
55,400
54,600
49,500
45,900
50,000
48,050
49,150
47,950
47,000
45,850
50,100
46,600
45,250
46,100
46,800
50,000
51,500
51,700
48,300
53,000
41,700
40,400
39,800
40,000
36,300
31,100
31,800
31,500
31,400
31,900
33,150
34,550
34,000
37,800
36,950
38,100
37,900
35,200
33,850
32,800
33,650
33,550
30,900
32,400
33,550
31,750
31,700
30,800
30,150
30,900
29,950
29,100
32,400
33,000
