53,500
53,900
52,600
51,800
51,500
51,400
51,700
51,000
51,200
50,700
50,700
52,000
51,100
50,400
49,350
49,800
49,300
48,800
48,750
48,400
47,650
47,150
47,200
47,150
46,250
46,500
45,000
45,550
43,550
45,550
45,000
46,900
47,050
48,150
47,100
47,000
47,500
48,350
49,000
48,150
47,750
46,850
47,650
46,550
46,700
46,100
45,400
45,250
45,000
44,900
45,050
45,750
45,200
46,350
46,400
46,600
47,400
46,350
46,700
47,550
47,800
48,050
48,650
48,350
48,300
47,500
48,450
48,750
49,450
48,900
49,900
50,400
51,200
50,300
51,300
51,000
50,500
50,400
50,200
50,100
49,600
50,800
50,900
50,100
50,200
49,200
49,200
48,850
48,500
48,950
48,250
47,850
47,550
48,850
48,450
49,500
49,200
48,350
48,550
48,700
