56,700
58,800
57,900
59,100
59,500
62,800
64,000
62,200
60,300
62,700
63,000
60,200
59,900
60,200
59,100
60,000
56,200
52,900
52,600
53,500
55,900
56,500
57,000
54,100
55,700
54,800
55,000
51,700
44,650
47,000
46,400
51,900
56,200
54,400
56,500
56,700
55,800
58,300
56,700
54,800
53,300
53,700
56,100
58,800
58,300
59,100
62,800
55,700
53,900
49,350
48,350
50,500
48,900
48,950
47,350
47,950
47,750
50,000
47,000
46,000
47,250
47,350
50,500
51,800
51,900
48,300
54,400
41,850
41,100
39,250
39,450
37,150
30,650
31,550
30,800
32,250
34,050
33,150
34,550
34,050
38,100
37,500
38,100
37,850
35,400
33,550
33,450
33,500
33,550
31,200
31,900
33,050
31,550
31,600
31,150
30,600
30,400
29,550
28,700
31,800
