81,300
84,200
85,400
85,700
91,500
81,900
83,800
81,000
83,000
77,400
78,500
77,700
76,300
76,100
77,200
75,900
82,500
83,300
85,600
74,900
75,100
73,200
68,000
64,700
67,600
67,900
68,700
65,800
59,500
61,200
60,200
65,500
67,200
67,000
69,700
68,200
76,500
79,900
85,000
85,200
87,000
90,300
90,400
88,500
88,400
87,100
87,800
91,000
90,400
86,100
87,400
87,400
87,300
91,000
90,200
93,500
100,000
100,400
100,200
100,900
105,900
107,900
107,000
98,400
100,900
100,500
99,700
98,600
99,700
99,600
106,000
108,300
109,000
106,100
106,000
113,200
120,600
121,900
126,100
113,600
108,100
112,500
106,500
105,400
106,500
106,900
112,900
115,500
115,800
101,300
99,500
93,300
87,100
82,500
83,200
82,500
84,700
86,700
79,800
84,900
86,900
86,700
83,800
83,000
83,800
80,900
71,000
70,100
72,300
74,400
74,100
74,900
72,300
74,600
76,900
76,600
80,700
84,200
83,400
80,700
81,700
80,800
80,600
81,700
81,100
82,100
84,700
88,100
94,200
92,500
93,100
95,500
95,600
92,800
92,000
96,300
92,600
95,500
97,800
98,200
101,500
98,800
101,500
104,200
116,300
108,700
112,000
113,500
109,500
110,700
107,400
110,800
107,400
107,900
108,300
113,000
114,200
106,600
105,600
101,400
100,300
96,200
99,500
101,400
96,300
96,400
97,600
96,500
99,800
101,000
108,600
111,400
114,500
111,200
122,800
115,100
115,400
117,800
120,700
124,800
125,500
124,900
127,700
118,500
113,200
114,200
108,500
104,900
107,900
107,600
102,600
115,400
127,300
131,200
128,700
137,400
137,500
135,500
143,400
145,500
145,400
151,000
153,500
159,400
168,100
157,900
160,500
161,000
162,400
164,100
162,500
165,400
160,200
166,800
168,600
170,800
172,300
173,700
179,800
172,900
175,400
180,300
179,300
177,000
179,500
180,100
179,900
189,000
173,900
159,300
160,000
156,800
155,800
148,600
146,700
161,700
165,300
169,200
163,000
152,200
147,700
146,400
147,300
140,200
141,300
139,900
144,100
141,800
139,700
139,100
141,600
140,800
136,500
130,000
133,000
135,000
137,100
137,200
136,500
142,600
131,400
127,100
136,400
142,600
136,300
140,300
146,300
145,500
141,700
132,900
132,500
135,700
137,300
144,900
145,500
142,300
133,700
134,000
114,400
112,500
97,400
93,800
93,800
93,100
93,400
98,300
96,200
98,900
100,100
98,100
97,400
100,100
98,700
101,400
94,800
95,400
84,800
90,100
82,700
77,700
73,800
76,400
71,600
74,500
74,500
75,400
75,500
79,000
81,000
78,500
60,400
61,000
58,800
59,400
57,400
58,700
59,500
59,800
58,700
57,700
59,200
57,700
57,700
57,700
56,200
52,400
52,700
56,200
57,100
59,000
58,400
58,700
58,100
58,800
59,000
59,500
60,800
61,700
61,500
57,600
58,600
59,200
58,700
58,900
58,300
58,300
59,200
58,600
58,900
58,900
60,300
58,900
57,900
57,800
59,800
62,000
63,600
61,100
61,600
59,700
60,800
59,700
61,700
61,500
62,000
62,800
62,400
62,300
59,500
57,800
66,300
61,500
60,800
62,600
58,500
56,500
57,400
52,700
52,500
57,000
57,200
58,100
59,500
58,600
55,400
58,500
58,700
58,500
58,900
58,400
57,300
55,700
51,500
49,750
53,100
53,100
54,200
52,700
50,400
49,800
