54,100
53,800
53,800
52,100
51,800
51,700
51,800
51,800
51,700
50,700
50,900
51,100
51,200
51,400
50,400
49,350
49,750
48,750
48,900
48,450
48,700
47,650
47,150
47,800
47,100
46,250
46,100
46,000
43,600
43,850
45,050
47,050
47,550
48,700
48,100
47,050
47,800
48,400
48,500
48,950
48,600
47,800
47,550
47,250
46,550
46,550
45,700
45,850
45,150
45,000
45,600
45,000
46,350
44,650
46,150
45,850
47,500
47,550
46,350
47,200
47,650
47,300
48,450
48,450
48,450
48,350
48,450
48,600
49,100
49,400
49,250
50,000
50,700
51,000
50,200
51,100
50,000
50,300
50,000
49,750
49,950
49,450
50,300
50,300
49,500
50,000
49,850
49,500
49,150
48,950
48,950
48,200
47,750
47,650
48,350
48,900
49,400
49,300
48,250
48,850
